,Название,Сеть,Адрес,Город,Оборудование в магазине,Статус поддержки,tClients,name_combined,adr_tocheck,geometry.location.lat,geometry.location.lng,formatted_address,locality,administrative_area_level_2,administrative_area_level_1,route,street_number
81,753711,Теле-2,"г. Нижний Новгород, ул. Родионова, д. 187В, ТЦ Фантастика",,753711_ESL-SES,Нет активной поддержки,Нижний Новгород Т2 МОБАЙЛ ООО,753 711," г. Нижний Новгород, ул. Родионова, д. 187В, ТЦ Фантастика",56.3073069,44.0748633,"ул. Родионова, 187-B, Нижний Новгород, Нижегородская обл., Россия, 603093",Нижний Новгород,город Нижний Новгород,Нижегородская область,улица Родионова,187-B
82,989314,Теле-2,"г. Нижний Новгород, пл. Революции, д. 9, ТЦ Республика",,989314_ESL-SES,На поддержке,Нижний Новгород Т2 МОБАЙЛ ООО,989 314," г. Нижний Новгород, пл. Революции, д. 9, ТЦ Республика",56.3202951,43.9474916,"площадь Революции, 9, Нижний Новгород, Нижегородская обл., Россия, 603002",Нижний Новгород,город Нижний Новгород,Нижегородская область,площадь Революции,9
83,1066838,Теле-2,"г. Нижний Новгород, ул. Гагарина, д. 35",,1066838_ESL-SES,На поддержке,Нижний Новгород Т2 МОБАЙЛ ООО,1 066 838," г. Нижний Новгород, ул. Гагарина, д. 35",56.2788569,43.8943859,"г. Нижний Новгород, Нижегородская обл., Россия",,город Нижний Новгород,Нижегородская область,,
84,774607,Теле-2,"г. Ульяновск, ул. Гончарова, д. 23",,774607_ESL-SES,На поддержке,"Ульяновский  филиал ООО ""Т2 Мобайл""",774 607," г. Ульяновск, ул. Гончарова, д. 23",54.3192068,48.3975479,"ул. Гончарова, 23, Ульяновск, Ульяновская обл., Россия, 432063",Ульяновск,город Ульяновск,Ульяновская область,улица Гончарова,23
85,750453,Теле-2,"г. Ульяновск,  Московское ш., д. 108",,750453_ESL-SES,На поддержке,"Ульяновский  филиал ООО ""Т2 Мобайл""",750 453," г. Ульяновск,  Московское ш., д. 108",54.3063978,48.361,"Московское ш., 108, Ульяновск, Ульяновская обл., Россия, 432063",Ульяновск,город Ульяновск,Ульяновская область,Московское шоссе,108
86,754122,Теле-2,"г. Ульяновск, Ульяновский пр-т, д. 1",,754122_ESL-SES,На поддержке,"Ульяновский  филиал ООО ""Т2 Мобайл""",754 122," г. Ульяновск, Ульяновский пр-т, д. 1",54.36927499999999,48.587138,"ТЦ ""Самолет, пр. д, 1, Ульяновск, Ульяновская обл., Россия, 432072",Ульяновск,город Ульяновск,Ульяновская область,пр. д,1
87,751522,Теле-2,"г. Чебоксары, ул. Калинина, д. 105а",,751522_ESL-SES,На поддержке,"Чебоксарский филиал ООО ""Т2 МОБАЙЛ""",751 522," г. Чебоксары, ул. Калинина, д. 105а",56.1376804,47.2780205,"улица Калинина, 105а, Чебоксары, Чувашская Респ., Россия, 428003",Чебоксары,город Чебоксары,Чувашская Республика,улица Калинина,105а
88,144766,Теле-2,"г. Нижний Новгород, ул. Гордеевская, 2А",,144766_,Нет активной поддержки,Нижний Новгород Т2 МОБАЙЛ ООО,144 766," г. Нижний Новгород, ул. Гордеевская, 2А",56.3240999,43.9454157,"ул. Гордеевская, 2А, Нижний Новгород, Нижегородская обл., Россия, 603116",Нижний Новгород,город Нижний Новгород,Нижегородская область,улица Гордеевская,2А
89,889402,Теле-2,"г. Владивосток, пр-т 100-летия Владивостоку, д. 43",,889402_ESL-SES,На поддержке,"Приморский филиал ООО Т2 Мобайл""",889 402," г. Владивосток, пр-т 100-летия Владивостоку, д. 43",43.1518525,131.9078407,"пр-т. 100-летия Владивостока, 43, Владивосток, Приморский край, Россия, 690048",Владивосток,город Владивосток,Приморский край,проспект 100-летия Владивостока,43
90,738936,Теле-2,"г. Владивосток, ул. Луговая, д. 18",,738936_ESL-SES,На поддержке,"Приморский филиал ООО Т2 Мобайл""",738 936," г. Владивосток, ул. Луговая, д. 18",43.1301538,131.935529,"ул. Луговая, 18, Владивосток, Приморский край, Россия, 690087",Владивосток,город Владивосток,Приморский край,улица Луговая,18
91,78865,Теле-2,"г. Южно-Сахалинск, ул. Ленина, д. 196",,78865_ESL-SES,На поддержке,"Сахалинский филиал ООО ""Т2 Мобайл""",78 865," г. Южно-Сахалинск, ул. Ленина, д. 196",46.9614184,142.7287427,"ул. Ленина, 196, Южно-Сахалинск, Сахалинская обл., Россия, 693020",Южно-Сахалинск,город Южно-Сахалинск,Сахалинская область,улица Ленина,196
92,1002168,Теле-2,"г. Улан-Удэ, ул. Ленина , д. 26",,1002168_ESL-SES,На поддержке,Бурятский филиал Т2 МОБАЙЛ ООО,1 002 168," г. Улан-Удэ, ул. Ленина , д. 26",51.828038,107.5854724,"ул. Ленина, 26, Улан-Удэ, Респ. Бурятия, Россия, 670000",Улан-Удэ,город Улан-Удэ,Республика Бурятия,улица Ленина,26
93,741366,Теле-2,"г. Улан-Удэ, ул. Жердева, д. 104",,741366_ESL-SES,На поддержке,Бурятский филиал Т2 МОБАЙЛ ООО,741 366," г. Улан-Удэ, ул. Жердева, д. 104",51.8107459,107.661567,"ТЦ""Заря, ул. Жердева, 104, Улан-Удэ, Респ. Бурятия, Россия, 670033",Улан-Удэ,город Улан-Удэ,Республика Бурятия,улица Жердева,104
94,747383,Теле-2,"Иркутская обл., г. Ангарск, 8-й мкрн,, д. 1",,747383_ESL-ZKong,На поддержке,Иркутский филиал Т2 МОБАЙЛ ООО,747 383," Иркутская обл., г. Ангарск, 8-й мкрн,, д. 1",52.5146013,103.86921,"8-й мкр., 1, Ангарск, Иркутская обл., Россия, 665833",Ангарск,город Ангарск,Иркутская область,8-й микрорайон,1
